,level_0,station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,week,dayofweek
2453,2453,2,2012-07-01,90,66,78,6,68,72,0,13,420,1931,TSRA RA,0.56,29.29,29.91,2.8,22,5.6,2012,7,26,6
2454,2454,2,2012-07-02,97,74,86,14,69,74,0,21,420,1931, ,0.00,29.28,29.91,5.8,23,6.3,2012,7,27,0
2455,2455,2,2012-07-03,95,77,86,14,67,73,0,21,421,1931, ,0.00,29.2,29.83,9.7,23,10.1,2012,7,27,1
2456,2456,2,2012-07-04,101,80,91,19,68,75,0,26,422,1930, ,0.00,29.21,29.83,8.2,25,8.9,2012,7,27,2
2457,2457,2,2012-07-05,102,79,91,19,68,75,0,26,422,1930,RA, 0.00,29.25,29.86,4.1,26,7.0,2012,7,27,3
2458,2458,2,2012-07-06,104,83,94,22,71,77,0,29,423,1930, ,0.00,29.27,29.89,4.9,28,6.9,2012,7,27,4
2459,2459,2,2012-07-07,98,74,86,14,68,73,0,21,423,1930, ,0.00,29.32,29.93,7.6,1,10.8,2012,7,27,5
2460,2460,2,2012-07-08,85,74,80,7,56,65,0,15,424,1929, ,0.00,29.39,30.01,12.7,3,13.1,2012,7,27,6
2461,2461,2,2012-07-09,88,68,78,5,59,66,0,13,425,1929, ,0.00,29.38,30.01,4.9,6,6.9,2012,7,28,0
2462,2462,2,2012-07-10,82,71,77,4,56,64,0,12,425,1929, ,0.00,29.44,30.07,10.8,4,11.1,2012,7,28,1
2463,2463,2,2012-07-11,86,69,78,5,57,65,0,13,426,1928, ,0.00,29.44,30.08,7.3,8,8.8,2012,7,28,2
2464,2464,2,2012-07-12,90,71,81,8,53,64,0,16,427,1928, ,0.00,29.41,30.04,8.1,11,9.4,2012,7,28,3
2465,2465,2,2012-07-13,93,73,83,10,63,69,0,18,428,1927,TSRA, 0.00,29.37,30.01,3.2,13,6.6,2012,7,28,4
2466,2466,2,2012-07-14,89,71,80,7,66,70,0,15,428,1927,HZ, 0.00,29.36,30.0,1.1,22,4.9,2012,7,28,5
2467,2467,2,2012-07-15,95,70,83,9,66,72,0,18,429,1926, ,0.00,29.35,29.99,2.1,21,6.8,2012,7,28,6
2468,2468,2,2012-07-16,98,77,88,14,65,73,0,23,430,1925, ,0.00,29.25,29.89,8.6,23,9.2,2012,7,29,0
2469,2469,2,2012-07-17,99,80,90,16,66,74,0,25,431,1925, ,0.00,29.18,29.8,8.9,25,9.4,2012,7,29,1
2470,2470,2,2012-07-18,91,71,81,7,71,74,0,16,432,1924,TSRA BR SQ,0.55,29.24,29.86,5.3,2,9.2,2012,7,29,2
2471,2471,2,2012-07-19,85,70,78,4,70,72,0,13,433,1923,TSRA RA,0.89,29.24,29.87,4.0,5,9.6,2012,7,29,3
2472,2472,2,2012-07-20,82,69,76,2,61,66,0,11,433,1923,DZ, 0.00,29.39,30.02,10.4,4,11.1,2012,7,29,4
2473,2473,2,2012-07-21,89,69,79,5,63,69,0,14,434,1922, ,0.00,29.39,30.03,3.4,26,4.3,2012,7,29,5
2474,2474,2,2012-07-22,90,75,83,9,65,71,0,18,435,1921, ,0.01,29.38,30.02,5.9,20,6.5,2012,7,29,6
2475,2475,2,2012-07-23,98,81,90,16,67,74,0,25,436,1920, ,0.01,29.26,29.89,10.0,24,10.8,2012,7,30,0
2476,2476,2,2012-07-24,88,71,80,6,66,71,0,15,437,1919,TSRA RA BR,0.37,29.31,29.92,5.6,4,7.4,2012,7,30,1
2477,2477,2,2012-07-25,101,74,88,14,67,73,0,23,438,1918, ,0.00,29.05,29.71,9.3,20,12.0,2012,7,30,2
2478,2478,2,2012-07-26,89,72,81,7,69,73,0,16,439,1918, ,0.07,29.06,29.68,6.0,24,8.8,2012,7,30,3
2479,2479,2,2012-07-27,87,70,79,5,64,69,0,14,440,1917, ,0.01,29.22,29.82,4.7,31,8.9,2012,7,30,4
2480,2480,2,2012-07-28,83,71,77,3,60,66,0,12,441,1916, ,0.00,29.43,30.05,7.1,5,8.8,2012,7,30,5
2481,2481,2,2012-07-29,88,68,78,4,58,66,0,13,442,1915, ,0.00,29.36,30.01,4.6,14,6.1,2012,7,30,6
2482,2482,2,2012-07-30,93,74,84,10,61,69,0,19,443,1914, ,0.00,29.24,29.89,6.3,20,7.4,2012,7,31,0
2483,2483,2,2012-07-31,86,71,79,5,65,70,0,14,444,1913,TSRA,0.17,29.26,29.89,4.0,4,8.0,2012,7,31,1
2484,2484,2,2012-08-01,89,71,80,7,63,69,0,15,445,1911, ,0.00,29.24,29.89,3.6,12,4.8,2012,8,31,2
2485,2485,2,2012-08-02,93,71,82,9,61,69,0,17,446,1910, ,0.00,29.19,29.83,3.3,14,6.8,2012,8,31,3
2486,2486,2,2012-08-03,94,74,84,11,65,72,0,19,447,1909, ,0.00,29.21,29.84,4.7,10,5.9,2012,8,31,4
2487,2487,2,2012-08-04,95,72,84,11,68,72,0,19,448,1908,TSRA BR,1.02,29.21,29.83,4.8,19,6.9,2012,8,31,5
2488,2488,2,2012-08-05,85,70,78,5,59,66,0,13,449,1907, ,0.00,29.41,30.02,5.8,30,8.3,2012,8,31,6
2489,2489,2,2012-08-06,86,67,77,4,56,64,0,12,450,1906, ,0.00,29.41,30.05,3.1,23,4.6,2012,8,32,0
2490,2490,2,2012-08-07,94,67,81,8,59,67,0,16,451,1904, ,0.00,29.27,29.92,6.0,25,7.3,2012,8,32,1
2491,2491,2,2012-08-08,84,75,80,7,62,68,0,15,452,1903,RA,0.01,29.29,29.93,8.1,6,8.6,2012,8,32,2
2492,2492,2,2012-08-09,77,66,72,-1,62,66,0,7,453,1902,TSRA RA, 0.00,29.21,29.85,7.0,4,9.2,2012,8,32,3
2493,2493,2,2012-08-10,76,62,69,-4,55,61,0,4,454,1900,TSRA RA BR,0.40,29.24,29.88,13.6,35,14.4,2012,8,32,4
2494,2494,2,2012-08-11,79,58,69,-4,52,59,0,4,455,1859, ,0.00,29.31,29.95,5.8,35,8.0,2012,8,32,5
2495,2495,2,2012-08-12,77,61,69,-4,53,61,0,4,456,1858, ,0.00,29.33,29.98,3.7,22,4.7,2012,8,32,6
2496,2496,2,2012-08-13,72,63,68,-5,61,63,0,3,457,1856,RA BR,0.34,29.29,29.95,0.7,16,2.1,2012,8,33,0
2497,2497,2,2012-08-14,82,59,71,-1,60,64,0,6,458,1855,BR,0.01,29.26,29.9,0.8,11,4.3,2012,8,33,1
2498,2498,2,2012-08-15,86,67,77,5,59,66,0,12,459,1854, , 0.00,29.25,29.89,5.2,22,6.3,2012,8,33,2
2499,2499,2,2012-08-16,76,64,70,-2,61,65,0,5,500,1852,TSRA RA BR,0.31,29.2,29.83,7.3,22,9.5,2012,8,33,3
2500,2500,2,2012-08-17,77,59,68,-4,52,59,0,3,501,1851, ,0.00,29.33,29.97,3.3,34,6.4,2012,8,33,4
2501,2501,2,2012-08-18,78,57,68,-4,47,57,0,3,502,1849, ,0.00,29.31,29.97,3.2,15,5.0,2012,8,33,5
2502,2502,2,2012-08-19,79,61,70,-1,49,59,0,5,503,1848, ,0.00,29.28,29.92,1.9,11,4.2,2012,8,33,6
2503,2503,2,2012-08-20,76,60,68,-3,54,60,0,3,504,1846,TS RA,0.53,29.31,29.95,2.3,8,4.0,2012,8,34,0
2504,2504,2,2012-08-21,79,58,69,-2,51,59,0,4,505,1845, ,0.00,29.41,30.05,2.1,9,4.6,2012,8,34,1
2505,2505,2,2012-08-22,84,72,78,7,51,61,0,13,506,1843, ,0.00,29.39,30.07,4.7,19,5.8,2012,8,34,2
2506,2506,2,2012-08-23,91,69,80,9,54,64,0,15,508,1842, ,0.00,29.39,30.03,7.0,18,7.3,2012,8,34,3
2507,2507,2,2012-08-24,93,71,82,11,56,66,0,17,509,1840, ,0.00,29.34,29.98,7.0,18,7.9,2012,8,34,4
2508,2508,2,2012-08-25,94,71,83,13,56,66,0,18,510,1839, ,0.00,29.36,29.99,7.5,19,8.2,2012,8,34,5
2509,2509,2,2012-08-26,81,68,75,5,65,68,0,10,511,1837,RA DZ BR,3.66,29.35,29.99,4.1,18,7.5,2012,8,34,6
2510,2510,2,2012-08-27,88,69,79,9,62,67,0,14,512,1835,BR HZ,0.00,29.38,30.01,3.0,4,6.0,2012,8,35,0
2511,2511,2,2012-08-28,85,65,75,5,60,66,0,10,513,1834, ,0.00,29.42,30.06,4.1,7,5.7,2012,8,35,1
2512,2512,2,2012-08-29,84,70,77,7,58,65,0,12,514,1832, ,0.00,29.39,30.03,5.0,11,5.3,2012,8,35,2
2513,2513,2,2012-08-30,91,69,80,10,57,66,0,15,515,1831, ,0.00,29.34,29.98,8.9,20,9.5,2012,8,35,3
2514,2514,2,2012-08-31,93,72,83,14,64,70,0,18,516,1829, ,0.00,29.38,30.0,6.4,23,10.1,2012,8,35,4
2515,2515,2,2012-09-01,78,73,76,8,68,71,0,11,517,1827,RA BR,0.25,29.34,29.98,10.0,6,10.4,2012,9,35,5
2516,2516,2,2012-09-02,81,75,78,10,69,72,0,13,518,1826, ,0.00,29.23,29.88,11.4,6,12.1,2012,9,35,6
2517,2517,2,2012-09-03,87,73,80,12,69,73,0,15,519,1824, ,0.00,29.23,29.87,5.0,7,5.9,2012,9,36,0
2518,2518,2,2012-09-04,89,68,79,11,68,72,0,14,520,1822,TSRA RA,0.33,29.22,29.84,2.4,8,6.5,2012,9,36,1
2519,2519,2,2012-09-05,86,66,76,9,64,68,0,11,521,1821, ,0.17,29.16,29.79,3.9,23,6.4,2012,9,36,2
2520,2520,2,2012-09-06,86,70,78,11,61,67,0,13,522,1819, ,0.00,29.24,29.87,1.8,3,5.6,2012,9,36,3
2521,2521,2,2012-09-07,78,61,70,3,59,63,0,5,523,1817,RA BR,0.20,29.16,29.8,3.6,34,8.8,2012,9,36,4
2522,2522,2,2012-09-08,73,56,65,-1,49,56,0,0,524,1815,RA,0.23,29.2,29.85,8.2,30,10.6,2012,9,36,5
2523,2523,2,2012-09-09,72,56,64,-2,51,57,1,0,525,1814, ,0.00,29.4,30.02,8.7,35,9.5,2012,9,36,6
2524,2524,2,2012-09-10,77,54,66,0,47,56,0,1,526,1812, ,0.00,29.49,30.13,4.6,17,4.9,2012,9,37,0
2525,2525,2,2012-09-11,84,59,72,7,51,60,0,7,527,1810, ,0.00,29.44,30.09,9.9,20,10.3,2012,9,37,1
2526,2526,2,2012-09-12,87,63,75,10,54,62,0,10,528,1809, ,0.00,29.47,30.11,9.3,21,9.6,2012,9,37,2
2527,2527,2,2012-09-13,72,56,64,-1,55,59,1,0,529,1807,RA DZ BR,0.13,29.59,30.23,7.8,35,9.9,2012,9,37,3
2528,2528,2,2012-09-14,75,54,65,1,45,55,0,0,530,1805, , 0.00,29.63,30.29,4.1,29,5.8,2012,9,37,4
2529,2529,2,2012-09-15,79,55,67,3,44,55,0,2,531,1803, ,0.00,29.54,30.21,1.9,15,3.5,2012,9,37,5
2530,2530,2,2012-09-16,78,56,67,3,46,56,0,2,532,1800, ,0.00,29.37,30.04,4.9,21,5.5,2012,9,37,6
2531,2531,2,2012-09-17,79,59,69,5,55,60,0,4,533,1758,RA,0.17,29.17,29.84,5.0,25,9.0,2012,9,38,0
2532,2532,2,2012-09-18,64,50,57,-7,37,47,8,0,535,1756, ,0.00,29.28,29.92,11.2,32,11.6,2012,9,38,1
2533,2533,2,2012-09-19,74,47,61,-2,39,50,4,0,536,1755, ,0.00,29.27,29.94,14.0,20,14.2,2012,9,38,2
2534,2534,2,2012-09-20,72,56,64,2,38,51,1,0,537,1753, ,0.00,29.24,29.89,8.0,27,9.0,2012,9,38,3
2535,2535,2,2012-09-21,61,52,57,-5,45,51,8,0,538,1751,RA BR,0.13,29.2,29.87,1.6,30,6.6,2012,9,38,4
2536,2536,2,2012-09-22,60,47,54,-8,39,46,11,0,539,1749,RA,0.01,29.36,30.0,10.0,29,11.0,2012,9,38,5
2537,2537,2,2012-09-23,62,43,53,-8,35,44,12,0,540,1748, ,0.00,29.55,30.22,4.4,28,6.2,2012,9,38,6
2538,2538,2,2012-09-24,71,42,57,-4,33,46,8,0,541,1746, ,0.00,29.36,30.06,10.9,22,11.2,2012,9,39,0
2539,2539,2,2012-09-25,77,54,66,5,51,57,0,1,542,1744,BR,0.00,29.2,29.87,7.6,20,7.9,2012,9,39,1
2540,2540,2,2012-09-26,69,57,63,3,50,56,2,0,543,1742,BR HZ,0.00,29.39,30.02,9.4,2,10.1,2012,9,39,2
2541,2541,2,2012-09-27,68,49,59,-1,46,52,6,0,544,1741, ,0.00,29.49,30.15,7.3,35,7.8,2012,9,39,3
2542,2542,2,2012-09-28,67,52,60,1,48,53,5,0,545,1739, ,0.00,29.47,30.13,7.1,36,8.3,2012,9,39,4
2543,2543,2,2012-09-29,79,49,64,5,46,53,1,0,546,1737, ,0.00,29.36,30.03,1.9,36,5.5,2012,9,39,5
2544,2544,2,2012-09-30,67,52,60,1,46,52,5,0,547,1735, ,0.00,29.28,29.96,7.1,3,8.9,2012,9,39,6
2545,2545,2,2012-10-01,66,50,58,0,45,52,7,0,548,1734, ,0.00,29.2,29.87,4.3,4,4.9,2012,10,40,0
2546,2546,2,2012-10-02,69,59,64,6,49,56,1,0,549,1732, ,0.00,29.2,29.85,11.3,3,11.7,2012,10,40,1
2547,2547,2,2012-10-03,69,61,65,8,57,60,0,0,550,1730,RA DZ BR HZ,0.03,29.3,29.94,4.2,20,7.0,2012,10,40,2
2548,2548,2,2012-10-04,81,51,66,9,51,56,0,1,552,1729,RA,0.10,29.39,30.03,11.6,23,13.2,2012,10,40,3
2549,2549,2,2012-10-05,51,42,47,-10,31,40,18,0,553,1727,RA, 0.00,29.43,30.11,9.8,27,10.6,2012,10,40,4
2550,2550,2,2012-10-06,50,35,43,-13,27,37,22,0,554,1725, ,0.00,29.48,30.15,8.2,29,8.6,2012,10,40,5
2551,2551,2,2012-10-07,51,38,45,-11,24,36,20,0,555,1724, ,0.00,29.49,30.17,5.3,28,6.9,2012,10,40,6
2552,2552,2,2012-10-08,60,36,48,-8,27,40,17,0,556,1722, ,0.00,29.41,30.1,10.8,21,11.0,2012,10,41,0
2553,2553,2,2012-10-09,67,43,55,0,36,45,10,0,557,1720,RA BR,0.18,29.23,29.92,11.8,21,14.3,2012,10,41,1
2554,2554,2,2012-10-10,52,38,45,-10,30,39,20,0,558,1719, ,0.00,29.44,30.1,9.9,28,11.2,2012,10,41,2
2555,2555,2,2012-10-11,67,39,53,-1,33,44,12,0,559,1717,RA DZ, 0.00,29.47,30.13,7.7,22,12.7,2012,10,41,3
2556,2556,2,2012-10-12,53,41,47,-7,30,40,18,0,600,1715,DZ, 0.00,29.68,30.36,6.0,5,9.7,2012,10,41,4
2557,2557,2,2012-10-13,68,47,58,5,50,54,7,0,602,1714,RA BR HZ,0.48,29.26,29.97,10.5,19,11.2,2012,10,41,5
2558,2558,2,2012-10-14,72,49,61,8,54,57,4,0,603,1712,TSRA RA BR,0.54,28.97,29.63,11.4,23,15.3,2012,10,41,6
2559,2559,2,2012-10-15,60,46,53,0,40,46,12,0,604,1711, ,0.00,29.26,29.91,4.5,30,8.5,2012,10,42,0
2560,2560,2,2012-10-16,70,44,57,5,43,51,8,0,605,1709, ,0.00,29.05,29.74,12.3,17,12.6,2012,10,42,1
2561,2561,2,2012-10-17,69,55,62,10,51,55,3,0,606,1707,RA BR,0.43,28.79,29.46,13.5,19,15.0,2012,10,42,2
2562,2562,2,2012-10-18,55,45,50,-1,40,45,15,0,607,1706,RA DZ,0.13,28.79,29.45,13.2,22,14.5,2012,10,42,3
2563,2563,2,2012-10-19,53,44,49,-2,42,45,16,0,608,1704,RA DZ,0.15,28.89,29.53,4.4,24,6.6,2012,10,42,4
2564,2564,2,2012-10-20,58,41,50,0,40,44,15,0,610,1703, ,0.00,29.18,29.82,6.6,24,7.0,2012,10,42,5
2565,2565,2,2012-10-21,70,42,56,6,44,50,9,0,611,1701, ,0.00,29.33,29.98,5.1,15,5.5,2012,10,42,6
2566,2566,2,2012-10-22,67,56,62,12,55,58,3,0,612,1700,RA BR,0.28,29.24,29.92,5.5,18,6.8,2012,10,43,0
2567,2567,2,2012-10-23,69,59,64,15,59,61,1,0,613,1658,RA BR HZ,0.03,29.24,29.9,4.4,17,5.7,2012,10,43,1
2568,2568,2,2012-10-24,79,61,70,21,60,64,0,5,614,1657, ,0.00,29.23,29.88,10.4,19,10.6,2012,10,43,2
2569,2569,2,2012-10-25,77,45,61,13,55,59,4,0,616,1656,RA,0.45,29.19,29.81,11.7,22,16.3,2012,10,43,3
2570,2570,2,2012-10-26,51,38,45,-3,30,39,20,0,617,1654, ,0.00,29.6,30.26,9.1,34,10.1,2012,10,43,4
2571,2571,2,2012-10-27,48,36,42,-6,28,37,23,0,618,1653, ,0.00,29.6,30.28,10.4,36,11.1,2012,10,43,5
2572,2572,2,2012-10-28,50,40,45,-2,31,39,20,0,619,1651,RA DZ, 0.00,29.58,30.27,13.7,1,14.9,2012,10,43,6
2573,2573,2,2012-10-29,51,38,45,-2,30,38,20,0,620,1650, ,0.00,29.49,30.2,15.9,35,16.3,2012,10,44,0
2574,2574,2,2012-10-30,47,40,44,-2,26,37,21,0,622,1649, ,0.00,29.15,29.86,19.3,34,19.5,2012,10,44,1
2575,2575,2,2012-10-31,49,35,42,-4,26,35,23,0,623,1647, ,0.00,29.16,29.84,12.1,32,12.4,2012,10,44,2
2576,2576,2,2013-05-01,85,63,74,21,52,62,0,9,448,1849, ,0.00,29.43,30.06,7.7,18,8.0,2013,5,18,2
2577,2577,2,2013-05-02,71,42,56,2,39,45,9,0,447,1850, ,0.00,29.51,30.17,15.8,2,16.1,2013,5,18,3
2578,2578,2,2013-05-03,50,40,45,-9,41,44,20,0,446,1851,RA,0.02,29.34,30.03,11.0,2,11.2,2013,5,18,4
2579,2579,2,2013-05-04,72,49,61,7,44,51,4,0,444,1852, , 0.00,29.32,29.99,6.0,6,7.6,2013,5,18,5
2580,2580,2,2013-05-05,70,49,60,5,41,50,5,0,443,1853, ,0.00,29.34,30.0,8.0,2,8.6,2013,5,18,6
2581,2581,2,2013-05-06,70,51,61,6,37,49,4,0,442,1855, ,0.00,29.34,30.0,7.0,2,7.5,2013,5,19,0
2582,2582,2,2013-05-07,76,49,63,8,39,51,2,0,441,1856, ,0.00,29.35,30.01,5.1,5,6.3,2013,5,19,1
2583,2583,2,2013-05-08,77,46,62,6,42,53,3,0,439,1857, ,0.00,29.33,29.99,4.0,9,4.4,2013,5,19,2
2584,2584,2,2013-05-09,76,50,63,7,49,56,2,0,438,1858,RA DZ BR,0.63,29.23,29.9,0.7,20,5.5,2013,5,19,3
2585,2585,2,2013-05-10,50,44,47,-9,41,44,18,0,437,1859,DZ BR HZ,0.04,29.25,29.91,10.5,35,10.8,2013,5,19,4
2586,2586,2,2013-05-11,62,44,53,-4,36,45,12,0,436,1900,BR HZ,0.00,29.28,29.94,8.7,28,11.1,2013,5,19,5
2587,2587,2,2013-05-12,55,38,47,-10,28,39,18,0,435,1901, ,0.00,29.42,30.1,5.5,32,9.6,2013,5,19,6
2588,2588,2,2013-05-13,61,38,50,-8,31,43,15,0,434,1902, ,0.00,29.42,30.11,3.1,8,6.3,2013,5,20,0
2589,2589,2,2013-05-14,90,57,74,16,47,58,0,9,433,1903, ,0.00,29.07,29.76,8.9,21,11.5,2013,5,20,1
2590,2590,2,2013-05-15,83,62,73,15,47,58,0,8,432,1904, , 0.00,29.14,29.76,2.3,24,9.5,2013,5,20,2
2591,2591,2,2013-05-16,81,57,69,10,44,56,0,4,431,1905, ,0.00,29.26,29.89,4.0,7,5.3,2013,5,20,3
2592,2592,2,2013-05-17,73,58,66,7,47,55,0,1,430,1906, , 0.00,29.36,29.99,4.5,6,6.1,2013,5,20,4
2593,2593,2,2013-05-18,79,59,69,9,55,61,0,4,429,1907,BR HZ,0.00,29.33,29.99,6.3,10,7.0,2013,5,20,5
2594,2594,2,2013-05-19,87,62,75,15,60,66,0,10,428,1908,HZ,0.00,29.18,29.85,7.1,15,8.1,2013,5,20,6
2595,2595,2,2013-05-20,92,65,79,18,59,67,0,14,427,1909,TS TSRA BR,1.25,29.1,29.73,13.6,20,14.4,2013,5,21,0
2596,2596,2,2013-05-21,82,65,74,13,62,66,0,9,426,1910,TSRA RA,0.20,29.03,29.68,12.4,20,12.8,2013,5,21,1
2597,2597,2,2013-05-22,73,56,65,4,59,62,0,0,425,1911,RA BR,0.65,29.03,29.66,6.4,23,9.3,2013,5,21,2
2598,2598,2,2013-05-23,56,43,50,-11,40,45,15,0,425,1912,RA BR,0.12,29.44,30.05,17.9,36,18.1,2013,5,21,3
2599,2599,2,2013-05-24,57,42,50,-12,33,42,15,0,424,1913, ,0.00,29.7,30.36,8.1,3,9.0,2013,5,21,4
2600,2600,2,2013-05-25,57,46,52,-10,36,44,13,0,423,1914, ,0.00,29.67,30.35,3.3,6,3.7,2013,5,21,5
2601,2601,2,2013-05-26,67,46,57,-5,43,50,8,0,422,1915,RA, 0.00,29.54,30.23,4.0,9,5.7,2013,5,21,6
2602,2602,2,2013-05-27,65,56,61,-1,54,57,4,0,422,1916,TSRA RA BR,0.19,29.28,29.97,7.5,10,8.3,2013,5,22,0
2603,2603,2,2013-05-28,76,59,68,5,63,65,0,3,421,1916,TSRA RA BR,2.20,29.13,29.79,9.5,19,10.3,2013,5,22,1
2604,2604,2,2013-05-29,85,65,75,11,62,67,0,10,421,1917,RA,0.02,29.23,29.88,7.9,20,9.2,2013,5,22,2
2605,2605,2,2013-05-30,84,65,75,11,64,68,0,10,420,1918,RA,0.09,29.22,29.85,12.9,18,13.9,2013,5,22,3
2606,2606,2,2013-05-31,78,65,72,8,64,67,0,7,420,1919,TSRA RA BR,0.23,29.13,29.79,12.4,19,12.7,2013,5,22,4
2607,2607,2,2013-06-01,76,63,70,6,61,64,0,5,419,1920, ,0.44,29.05,29.69,11.9,21,11.9,2013,6,22,5
2608,2608,2,2013-06-02,63,47,55,-9,48,51,10,0,419,1920,DZ BR HZ,0.01,29.31,29.93,2.8,4,7.7,2013,6,22,6
2609,2609,2,2013-06-03,68,43,56,-8,40,49,9,0,418,1921, ,0.00,29.41,30.07,2.6,9,4.0,2013,6,23,0
2610,2610,2,2013-06-04,72,50,61,-3,44,52,4,0,418,1922, ,0.00,29.46,30.12,5.6,7,6.9,2013,6,23,1
2611,2611,2,2013-06-05,76,56,66,1,46,55,0,1,417,1923,RA, 0.00,29.33,29.99,6.1,6,8.3,2013,6,23,2
2612,2612,2,2013-06-06,65,54,60,-6,48,53,5,0,417,1923,RA,0.06,29.23,29.9,9.0,3,9.6,2013,6,23,3
2613,2613,2,2013-06-07,68,54,61,-5,44,52,4,0,417,1924, ,0.00,29.26,29.92,8.8,2,9.2,2013,6,23,4
2614,2614,2,2013-06-08,74,50,62,-4,42,53,3,0,417,1925, ,0.00,29.31,29.96,4.7,6,5.6,2013,6,23,5
2615,2615,2,2013-06-09,83,58,71,5,53,61,0,6,416,1925,RA,0.01,29.22,29.88,7.1,15,8.4,2013,6,23,6
2616,2616,2,2013-06-10,75,61,68,1,61,64,0,3,416,1926,RA BR HZ VCFG,0.85,29.14,29.78,2.0,7,4.4,2013,6,24,0
2617,2617,2,2013-06-11,84,60,72,5,61,66,0,7,416,1926,RA FG+ BR,0.24,29.21,29.85,2.5,23,4.1,2013,6,24,1
2618,2618,2,2013-06-12,87,64,76,8,64,67,0,11,416,1927,TSRA RA BR HZ,0.25,29.08,29.74,2.9,5,5.8,2013,6,24,2
2619,2619,2,2013-06-13,72,59,66,-2,53,59,0,1,416,1927,BR,0.00,29.29,29.91,12.6,1,13.2,2013,6,24,3
2620,2620,2,2013-06-14,76,57,67,-1,50,57,0,2,416,1928, ,0.00,29.4,30.04,6.0,5,7.8,2013,6,24,4
2621,2621,2,2013-06-15,81,61,71,3,60,64,0,6,416,1928,TS RA,0.12,29.28,29.95,5.6,21,7.2,2013,6,24,5
2622,2622,2,2013-06-16,83,69,76,7,62,67,0,11,416,1929, ,0.00,29.23,29.87,8.6,24,9.5,2013,6,24,6
2623,2623,2,2013-06-17,88,62,75,6,56,64,0,10,416,1929,TSRA,0.10,29.24,29.88,3.7,28,8.4,2013,6,25,0
2624,2624,2,2013-06-18,70,57,64,-6,52,57,1,0,416,1929,RA BR HZ,0.01,29.36,30.0,12.1,2,12.4,2013,6,25,1
2625,2625,2,2013-06-19,75,57,66,-4,46,56,0,1,416,1930, ,0.00,29.44,30.09,6.4,7,7.2,2013,6,25,2
2626,2626,2,2013-06-20,86,62,74,4,57,64,0,9,416,1930, ,0.00,29.45,30.1,6.0,11,7.2,2013,6,25,3
2627,2627,2,2013-06-21,85,70,78,8,63,67,0,13,416,1930,TSRA,0.11,29.39,30.04,7.6,19,9.6,2013,6,25,4
2628,2628,2,2013-06-22,83,70,77,7,65,69,0,12,417,1931, ,0.00,29.37,30.0,4.8,20,7.8,2013,6,25,5
2629,2629,2,2013-06-23,89,69,79,9,66,70,0,14,417,1931,TSRA, 0.00,29.34,29.97,9.3,20,9.5,2013,6,25,6
2630,2630,2,2013-06-24,86,68,77,6,65,69,0,12,417,1931,HZ,0.14,29.3,29.96,10.5,21,11.0,2013,6,26,0
2631,2631,2,2013-06-25,87,70,79,8,67,71,0,14,417,1931,RA, 0.00,29.21,29.85,5.2,21,8.6,2013,6,26,1
2632,2632,2,2013-06-26,81,68,75,4,65,68,0,10,418,1931,TS RA,0.19,29.11,29.75,2.6,18,9.0,2013,6,26,2
2633,2633,2,2013-06-27,91,66,79,8,65,69,0,14,418,1931,BR HZ,0.59,29.08,29.71,6.1,29,6.8,2013,6,26,3
2634,2634,2,2013-06-28,83,68,76,5,60,65,0,11,419,1931,RA,0.16,28.97,29.62,9.0,29,9.8,2013,6,26,4
2635,2635,2,2013-06-29,72,64,68,-3,59,62,0,3,419,1931,RA, 0.00,29.03,29.65,11.7,1,12.0,2013,6,26,5
2636,2636,2,2013-06-30,76,64,70,-2,52,60,0,5,419,1931, ,0.00,29.25,29.86,14.0,1,14.2,2013,6,26,6
2637,2637,2,2013-07-01,75,61,68,-4,50,58,0,3,420,1931, ,0.00,29.37,30.01,13.8,3,13.6,2013,7,27,0
2638,2638,2,2013-07-02,68,62,65,-7,53,58,0,0,420,1931,RA, 0.00,29.39,30.04,12.0,3,12.3,2013,7,27,1
2639,2639,2,2013-07-03,74,62,68,-4,60,62,0,3,421,1931,TSRA RA,0.07,29.38,30.03,0.5,36,4.2,2013,7,27,2
2640,2640,2,2013-07-04,83,61,72,0,59,65,0,7,422,1930,BR HZ,0.00,29.41,30.05,7.3,19,7.7,2013,7,27,3
2641,2641,2,2013-07-05,87,63,75,3,60,66,0,10,422,1930, ,0.00,29.39,30.03,5.1,20,5.9,2013,7,27,4
2642,2642,2,2013-07-06,82,71,77,5,63,68,0,12,423,1930, ,0.00,29.36,30.0,5.4,19,5.9,2013,7,27,5
2643,2643,2,2013-07-07,89,70,80,8,66,71,0,15,423,1930, ,0.00,29.33,29.96,8.0,21,8.2,2013,7,27,6
2644,2644,2,2013-07-08,87,71,79,6,70,72,0,14,424,1929,RA BR,0.84,29.31,29.95,10.0,22,10.5,2013,7,28,0
2645,2645,2,2013-07-09,85,75,80,7,72,75,0,15,425,1929,RA BR HZ,0.01,29.26,29.91,8.9,23,9.3,2013,7,28,1
2646,2646,2,2013-07-10,87,66,77,4,65,69,0,12,425,1929, ,0.00,29.26,29.88,3.7,3,8.0,2013,7,28,2
2647,2647,2,2013-07-11,80,63,72,-1,52,61,0,7,426,1928, ,0.00,29.42,30.05,6.3,3,7.5,2013,7,28,3
